Seed,Score,Negative_Jokers,Ace,2,3,4,5,6,7,8,9,Jack,Queen,King,10
MAIL1PDO,75,0,4,3,1,4,7,2,3,10,3,4,5,3,3
MAIL1PEI,75,0,10,5,4,6,4,7,2,4,4,2,1,1,2
MAIL1PFI,75,0,5,3,3,4,3,4,4,3,3,7,10,1,2
MAIL1PFP,75,0,2,4,4,3,3,10,4,5,5,2,2,6,2
MAIL1PFY,75,0,4,4,4,10,3,5,2,4,5,2,1,4,4
MAIL1PG2,75,0,4,3,2,4,3,7,5,2,4,10,2,5,1
MAIL1PGC,75,0,7,4,2,4,4,3,4,2,1,10,3,4,4
MAIL1PHX,75,0,3,4,4,3,4,3,4,2,4,10,4,3,4
MAIL1PI4,75,0,2,5,7,4,1,2,0,4,7,1,5,11,3
MAIL1PIG,75,0,5,3,5,5,10,2,4,2,5,2,1,2,6
MAIL1PIQ,75,0,5,2,2,4,11,6,7,3,0,5,3,2,2
MAIL1PKN,75,0,1,2,5,4,3,10,3,3,3,4,4,6,4
MAIL1PLT,75,0,3,1,4,10,3,2,9,6,4,3,2,3,2
MAIL1PMS,75,0,2,4,3,4,3,4,2,10,4,6,2,1,7
MAIL1PNL,75,0,1,1,3,5,10,5,4,6,3,3,5,2,4
MAIL1PNO,75,0,4,10,1,3,7,3,3,1,5,6,2,2,5
MAIL1PNW,75,0,5,5,3,10,1,5,3,3,4,4,2,5,2
MAIL1PPD,75,0,10,7,2,2,5,3,1,1,8,2,2,2,7
MAIL1PPF,75,0,10,4,4,4,5,3,5,3,2,3,3,4,2
MAIL1PPG,75,0,10,4,3,3,4,3,3,3,3,5,3,2,6
MAIL1PPY,75,0,1,5,2,3,6,5,5,4,3,2,5,1,10
MAIL1PQL,75,0,4,2,4,5,2,1,6,3,3,1,10,6,5
MAIL1PR3,75,0,2,2,4,3,4,3,3,7,10,3,4,1,6
MAIL1PRR,75,0,4,3,10,6,3,4,6,2,1,2,2,5,4
MAIL1PSA,75,0,3,10,3,2,1,1,7,3,7,2,3,7,3
MAIL1PSY,75,0,10,3,4,6,3,6,1,1,5,2,5,2,4
MAIL1PTN,75,0,3,4,10,2,3,6,5,4,4,1,3,2,5
MAIL1PWL,75,0,6,4,3,2,9,2,1,5,10,3,1,2,4
MAIL1PXA,75,0,4,4,1,6,3,3,3,3,10,2,2,8,3
MAIL1PXO,75,0,1,2,1,4,3,2,7,6,0,11,5,8,2
MAIL1PY2,75,0,5,3,3,10,3,5,3,3,1,4,2,4,6
MAIL1PY5,75,0,10,2,3,3,3,2,3,5,7,4,4,1,5
MAIL1PZB,75,0,3,5,3,10,2,6,3,2,4,4,3,5,2
MAIL1PZO,75,0,1,5,4,3,3,5,3,4,1,10,3,9,1
MAIL1Q1D,75,0,4,10,5,8,4,2,2,2,2,4,3,3,3
MAIL1Q2L,75,0,0,1,12,3,3,1,5,4,3,8,0,9,3
MAIL1Q3W,75,0,3,4,4,2,5,5,3,6,4,1,4,1,10
MAIL1Q46,75,0,2,1,2,6,3,5,3,2,2,10,7,2,7
MAIL1Q48,75,0,2,8,3,4,4,3,2,4,2,4,10,3,3
MAIL1Q5R,75,0,2,2,2,3,2,2,7,1,8,10,3,5,5
MAIL1Q6C,75,0,3,6,3,3,3,0,3,5,3,11,3,3,6
MAIL1Q6E,75,0,5,3,5,3,5,10,4,4,1,4,3,1,4
MAIL1Q6X,75,0,4,10,1,2,4,3,4,8,4,2,5,3,2
MAIL1Q6Z,75,0,5,6,3,1,2,5,6,4,2,4,10,2,2
MAIL1Q7D,75,0,1,2,4,3,6,1,2,3,3,4,10,6,7
MAIL1Q86,75,0,4,4,3,5,2,5,2,1,4,7,4,10,1
MAIL1Q8H,75,0,2,6,3,2,7,10,3,4,2,2,1,6,4
MAIL1Q8J,75,0,5,4,2,6,2,10,4,1,2,5,5,2,4
MAIL1QAI,75,0,6,1,6,4,10,4,4,2,3,3,4,3,2
MAIL1QAL,75,0,1,8,6,2,1,10,3,2,7,2,4,5,1
MAIL1QAU,75,0,0,8,4,3,3,3,2,4,4,1,6,3,11
MAIL1QCH,75,0,3,5,3,4,5,1,5,10,4,1,2,2,7
MAIL1QCN,75,0,6,2,3,1,2,5,2,10,3,6,5,2,5
MAIL1QGC,75,0,5,1,10,4,3,5,1,8,2,4,3,3,3
MAIL1QGW,75,0,2,5,3,2,5,3,5,1,3,5,4,4,10
MAIL1QHB,75,0,7,5,4,2,10,4,3,7,2,1,2,3,2
MAIL1QHC,75,0,3,4,4,3,7,5,4,2,1,4,2,3,10
MAIL1QI7,75,0,4,1,2,6,3,5,10,4,5,3,1,5,3
MAIL1QIE,75,0,2,4,5,4,3,3,10,5,2,3,2,3,6
MAIL1QIH,75,0,10,2,5,2,5,3,3,6,4,5,4,2,1
MAIL1QIP,75,0,1,4,3,4,10,3,5,3,5,2,1,6,5
MAIL1QIS,75,0,6,2,4,4,4,6,4,1,3,2,1,10,5
MAIL1QJ2,75,0,3,2,1,3,4,2,10,3,3,5,5,7,4
MAIL1QKD,75,0,4,3,5,3,0,4,11,4,5,2,5,5,1
MAIL1QKG,75,0,3,3,6,5,2,3,10,4,4,2,3,3,4
MAIL1QL6,75,0,4,4,1,0,2,11,5,3,4,4,4,4,6
MAIL1QNB,75,0,10,5,3,3,6,4,2,5,1,3,2,6,2
MAIL1QNE,75,0,3,3,6,3,1,7,4,4,3,3,2,3,10
MAIL1QPZ,75,0,5,5,3,2,3,4,2,8,10,3,2,3,2
MAIL1QSE,75,0,5,4,6,6,3,3,3,3,10,1,6,1,1
MAIL1QSH,75,0,7,2,2,10,4,3,6,4,3,5,2,2,2
MAIL1QSS,75,0,5,3,10,4,2,2,3,2,8,5,1,5,2
MAIL1QT9,75,0,4,10,3,3,4,1,5,5,3,1,5,3,5
MAIL1QTO,75,0,3,2,6,2,3,4,3,5,3,4,6,1,10
MAIL1QVJ,75,0,2,2,3,5,2,3,10,4,7,6,2,2,4
MAIL1QW5,75,0,3,3,4,4,10,1,4,2,6,3,5,3,4
MAIL1QWZ,75,0,4,1,3,1,6,2,6,10,2,3,7,3,4
MAIL1QXB,75,0,2,3,3,1,9,4,1,6,2,3,5,10,3
MAIL1QZF,75,0,5,5,3,2,1,4,10,3,3,2,1,7,6
MAIL1R1W,75,0,3,3,5,10,4,3,3,3,3,4,5,2,4
MAIL1R2D,75,0,3,3,3,3,10,2,6,4,4,6,3,2,3
MAIL1R3N,75,0,3,2,0,6,4,5,1,11,6,2,2,4,6
MAIL1R49,75,0,4,3,2,2,10,4,3,4,1,3,8,6,2
MAIL1R52,75,0,1,5,3,7,6,4,4,4,10,4,2,1,1
MAIL1R7Q,75,0,3,3,4,2,10,5,2,5,3,5,6,2,2
MAIL1R7Y,75,0,10,6,3,4,7,1,2,2,3,2,4,4,4
MAIL1R98,75,0,5,3,4,3,1,5,10,2,5,4,3,4,3
MAIL1RAK,75,0,9,2,2,2,3,3,3,5,4,4,10,4,1
MAIL1RD7,75,0,4,2,0,3,5,4,11,1,6,4,3,6,3
MAIL1RDD,75,0,5,4,5,5,3,4,1,4,1,5,2,10,3
MAIL1REV,75,0,3,4,5,4,5,4,10,2,3,2,4,4,2
MAIL1RG1,75,0,2,2,2,10,3,1,7,3,4,4,5,4,5
MAIL1RI9,75,0,4,10,2,5,3,3,4,8,1,2,1,4,5
MAIL1RIJ,75,0,4,1,2,2,5,1,6,4,6,4,3,4,10
MAIL1RIX,75,0,5,3,10,1,3,3,5,4,3,4,4,4,3
MAIL1RJF,75,0,2,3,4,6,2,4,3,10,3,4,5,3,3
MAIL1RJG,75,0,4,7,7,4,5,0,1,3,1,11,4,1,4
MAIL1RKF,75,0,4,4,3,3,3,4,2,3,4,6,10,3,3
MAIL1RL1,75,0,2,2,4,4,4,1,5,2,10,2,8,3,5
MAIL1RLE,75,0,2,2,1,3,7,10,2,7,2,3,4,4,5
MAIL1RLY,75,0,4,7,1,5,2,1,6,2,5,4,2,10,3
MAIL1RM9,75,0,2,2,5,7,3,2,3,6,5,2,10,1,4
MAIL1RMH,75,0,1,2,5,3,5,3,10,4,4,4,2,4,5
MAIL1RO7,75,0,3,3,2,5,2,6,1,3,5,6,3,3,10
MAIL1ROS,75,0,3,2,10,1,5,4,6,1,6,5,2,4,3
MAIL1RPQ,75,0,10,2,5,1,4,5,5,3,2,2,5,4,4
MAIL1RPZ,75,0,3,4,4,5,1,2,3,10,7,3,2,3,5
MAIL1RQ9,75,0,4,3,4,5,2,3,4,7,2,11,6,1,0
MAIL1RQD,75,0,5,4,4,5,2,10,2,3,5,3,1,3,5
MAIL1RQI,75,0,3,2,3,10,3,5,4,2,5,2,3,5,5
MAIL1RQT,75,0,2,2,6,1,1,5,5,2,5,8,10,3,2
MAIL1RRT,75,0,2,2,10,6,5,3,5,2,3,2,6,5,1
MAIL1RSS,75,0,10,3,1,5,6,3,3,3,2,2,4,6,4
MAIL1RSW,75,0,6,5,3,2,2,7,6,1,10,4,2,2,2
MAIL1RUI,75,0,2,3,3,4,6,2,6,2,10,3,1,6,4
MAIL1RVM,75,0,10,3,8,3,3,4,3,4,1,5,3,4,1
MAIL1RW5,75,0,5,4,5,3,3,4,3,1,2,4,10,6,2
MAIL1RWL,75,0,3,5,5,2,10,3,6,4,5,1,3,2,3
MAIL1RWM,75,0,4,4,1,5,5,3,10,3,3,4,4,3,3
MAIL1RXE,75,0,1,1,4,2,5,3,4,3,3,5,10,4,7
MAIL1RYD,75,0,5,5,1,10,4,1,4,5,4,2,4,3,4
MAIL1RYU,75,0,6,3,1,10,3,3,6,2,5,2,4,3,4
MAIL1RYZ,75,0,4,6,2,3,2,2,1,4,3,2,10,8,5
MAIL1RZ4,75,0,3,3,3,3,5,3,1,4,10,4,3,5,5
MAIL1S1A,75,0,5,5,5,4,2,1,4,1,11,8,0,4,2
MAIL1S1G,75,0,2,3,5,5,2,3,7,1,3,1,5,5,10
MAIL1S1S,75,0,2,4,3,5,10,3,5,4,4,1,4,4,3
MAIL1S1V,75,0,3,3,2,2,3,4,8,3,4,4,10,4,2
MAIL1S2I,75,0,6,5,5,3,4,5,2,4,3,2,0,2,11
MAIL1S36,75,0,10,3,5,3,4,3,5,4,2,3,1,4,5
MAIL1S3K,75,0,5,3,3,4,3,3,2,10,1,4,4,5,5
MAIL1S3S,75,0,3,3,3,5,2,3,3,10,3,5,4,2,6
MAIL1S4D,75,0,10,5,2,6,4,3,2,6,4,3,4,1,2
MAIL1S4N,75,0,1,6,5,1,6,3,4,4,3,3,2,4,10
MAIL1S4W,75,0,5,3,10,3,7,2,2,2,3,4,6,2,3
MAIL1S66,75,0,5,5,5,10,4,4,6,2,1,3,2,1,4
MAIL1S6L,75,0,5,6,3,2,3,3,6,5,2,2,2,10,3
MAIL1S74,75,0,4,10,3,5,3,2,5,3,2,5,4,4,2
MAIL1S75,75,0,6,10,5,4,3,3,3,5,4,1,2,2,4
MAIL1S7L,75,0,4,2,4,4,5,3,10,3,2,4,4,3,4
MAIL1S81,75,0,4,4,10,4,3,3,3,5,3,4,1,5,3
MAIL1S8T,75,0,4,6,4,2,3,3,3,3,3,10,3,6,2
MAIL1S9L,75,0,3,4,4,3,3,2,7,2,4,4,10,5,1
MAIL1SAH,75,0,3,2,10,4,3,2,4,4,1,4,8,4,3
MAIL1SBZ,75,0,5,10,3,5,5,1,4,2,5,1,6,1,4
MAIL1SCP,75,0,3,5,5,2,10,4,3,5,4,1,6,2,2
MAIL1SDQ,75,0,2,2,6,5,0,3,3,3,11,2,6,7,2
MAIL1SEU,75,0,2,4,3,3,4,4,5,2,6,10,3,2,4
MAIL1SFN,75,0,7,10,1,3,3,6,3,3,2,4,6,3,1
MAIL1SGD,75,0,4,2,10,1,6,2,6,2,4,5,4,3,3
MAIL1SGI,75,0,2,2,4,2,10,2,3,3,8,2,6,5,3
MAIL1SKK,75,0,1,2,3,2,8,6,4,3,1,2,10,7,3
MAIL1SM3,75,0,3,6,3,2,10,5,4,3,3,3,3,3,4
MAIL1SMY,75,0,2,2,2,2,5,4,3,4,7,5,10,3,3
MAIL1SN5,75,0,3,1,3,1,1,4,2,10,5,5,4,5,8
MAIL1SP4,75,0,3,3,6,2,3,3,2,6,4,5,10,1,4
MAIL1SQI,75,0,1,0,2,6,11,4,2,3,6,3,6,5,3
MAIL1SQZ,75,0,3,6,2,1,5,5,2,6,4,2,10,2,4
MAIL1SR3,75,0,1,5,10,4,4,7,4,3,3,4,1,3,3
MAIL1SRO,75,0,10,2,4,1,3,9,3,4,2,4,4,1,5
MAIL1SSD,75,0,7,2,2,6,6,3,4,3,2,2,1,4,10
MAIL1SSF,75,0,1,3,3,5,3,5,3,10,2,3,2,5,7
MAIL1SSQ,75,0,8,5,2,4,3,4,2,4,10,3,3,1,3
MAIL1SST,75,0,6,5,2,4,3,10,2,4,3,3,4,3,3
MAIL1SU5,75,0,3,2,6,4,6,4,10,2,3,3,4,3,2
MAIL1SU6,75,0,10,3,5,5,1,3,1,5,5,4,5,3,2
MAIL11BA,74,0,5,0,2,2,8,6,5,0,11,2,6,2,3
MAIL11CH,74,0,4,3,3,5,3,0,4,1,10,5,2,4,8
MAIL11DH,74,0,6,10,0,4,3,2,4,4,5,2,5,2,5
MAIL11FC,74,0,6,0,5,4,2,2,3,5,3,2,5,10,5
MAIL11LO,74,0,2,4,5,1,1,8,10,0,6,3,5,1,6
MAIL11MM,74,0,3,6,5,4,4,0,5,3,2,1,10,5,4
MAIL11MV,74,0,2,3,1,4,7,8,5,10,5,0,2,1,4
MAIL11NB,74,0,2,0,3,1,3,5,7,3,2,10,6,4,6
MAIL11Q8,74,0,4,2,10,6,7,0,5,4,2,2,3,3,4
MAIL11RE,74,0,4,6,7,4,10,2,1,2,5,2,5,4,0
MAIL11RF,74,0,4,0,6,4,3,4,10,4,1,6,1,3,6
MAIL11TT,74,0,3,2,6,5,2,2,0,2,8,6,2,4,10
MAIL11VJ,74,0,5,2,4,3,0,4,2,4,3,6,10,4,5
MAIL124K,74,0,7,10,3,5,3,3,2,5,4,1,5,4,0
MAIL125P,74,0,5,6,1,7,3,4,4,0,3,3,5,1,10
MAIL127L,74,0,1,7,5,4,4,0,6,4,3,1,10,5,2
MAIL127V,74,0,3,4,3,4,10,6,5,5,0,2,5,3,2
MAIL129H,74,0,4,3,3,6,0,2,3,4,3,10,4,4,6
MAIL12BB,74,0,10,8,3,4,4,3,1,2,3,7,4,3,0
MAIL12EN,74,0,2,7,1,4,5,6,0,8,5,2,10,1,1
MAIL12EU,74,0,0,3,8,3,10,1,3,5,5,3,3,4,4
MAIL12PA,74,0,3,4,2,7,2,4,4,0,4,1,6,10,5
MAIL12QC,74,0,7,4,5,3,4,10,0,3,2,3,5,2,4
MAIL12QK,74,0,7,1,4,0,5,10,1,3,6,5,1,6,3
MAIL12SE,74,0,5,1,3,3,0,4,3,5,4,3,7,4,10
MAIL12SH,74,0,4,2,2,1,4,4,5,10,5,4,9,0,2
MAIL12WE,74,0,5,3,3,2,6,3,3,4,0,10,5,3,5
MAIL12WP,74,0,7,4,2,5,3,5,0,2,4,5,10,3,2
MAIL133G,74,0,3,5,1,3,3,2,7,6,2,0,3,10,7
MAIL133K,74,0,2,10,3,9,6,1,3,4,0,1,7,3,3
MAIL134S,74,0,10,3,3,3,5,5,5,4,5,0,4,3,2
MAIL1353,74,0,5,3,5,3,6,0,2,3,4,3,3,10,5
MAIL135L,74,0,3,2,6,0,4,3,4,4,1,4,10,6,5
MAIL135S,74,0,6,4,3,0,3,3,4,4,1,3,6,5,10
MAIL136E,74,0,1,2,2,3,4,8,1,0,10,7,4,7,3
MAIL13BD,74,0,2,4,3,4,4,4,0,4,3,10,4,3,7
MAIL13CF,74,0,1,2,3,10,5,3,4,2,10,4,0,4,4
MAIL13GH,74,0,4,2,0,4,2,2,3,5,4,2,8,6,10
MAIL13GJ,74,0,1,3,2,5,5,7,10,2,2,3,6,6,0
MAIL13IA,74,0,3,0,3,6,2,2,4,10,3,6,5,3,5
MAIL13LZ,74,0,4,0,4,2,5,2,1,10,3,6,6,6,3
MAIL13N5,74,0,4,3,7,5,0,2,5,4,2,2,2,10,6
MAIL13NH,74,0,4,10,0,4,2,1,7,3,3,4,7,4,3
MAIL13NN,74,0,6,1,4,1,2,10,9,5,0,3,4,5,2
MAIL13R9,74,0,3,0,2,4,1,7,5,5,4,4,4,10,3
MAIL13RA,74,0,7,10,5,3,2,0,1,4,4,2,5,1,8
MAIL13TZ,74,0,3,0,7,10,1,2,2,3,8,3,5,2,6
MAIL13UI,74,0,0,2,6,4,11,0,4,2,8,4,5,2,4
MAIL13UZ,74,0,2,6,4,2,3,6,10,0,3,5,3,6,2
MAIL1423,74,0,5,8,10,4,1,4,3,3,2,9,2,1,0
MAIL143P,74,0,4,1,4,0,3,3,2,5,10,3,6,4,7
MAIL147A,74,0,2,0,3,10,5,2,6,4,5,2,6,3,4
MAIL148W,74,0,5,5,4,5,3,2,10,2,5,5,0,2,4
MAIL149Q,74,0,2,7,6,10,6,3,4,0,1,4,1,5,3
MAIL14AT,74,0,3,10,3,4,3,5,4,3,6,0,5,3,3
MAIL14DW,74,0,2,3,6,4,5,2,4,3,4,0,10,5,4
MAIL14FT,74,0,3,1,0,5,3,4,4,5,2,5,6,10,4
MAIL14IH,74,0,3,1,5,5,10,3,5,4,4,3,0,5,4
MAIL14KG,74,0,6,10,2,0,5,4,3,2,3,5,4,4,4
MAIL14KS,74,0,5,3,0,10,10,1,1,3,3,4,1,4,7
MAIL14QD,74,0,5,3,3,7,2,5,0,4,1,10,3,5,4
MAIL14R4,74,0,2,10,2,9,1,2,4,5,0,5,6,2,4
MAIL14RS,74,0,5,7,10,4,2,3,4,0,6,2,4,3,2
MAIL14T4,74,0,2,5,3,2,8,4,10,2,5,0,2,5,4
MAIL14TC,74,0,5,7,3,2,2,0,7,4,4,3,10,3,2
MAIL14XS,74,0,9,0,6,3,5,3,3,2,2,10,2,2,5
MAIL14ZD,74,0,5,2,3,6,3,4,4,9,3,2,10,0,1
MAIL152R,74,0,2,3,0,6,6,2,10,4,3,6,5,4,1
MAIL154A,74,0,10,5,1,2,0,3,1,3,2,6,4,10,5
MAIL1578,74,0,5,4,3,5,4,3,0,1,3,4,10,4,6
MAIL157S,74,0,2,1,3,6,5,5,6,6,3,3,2,10,0
MAIL158C,74,0,2,3,6,8,7,2,3,10,1,5,4,0,1
MAIL15CZ,74,0,6,3,4,3,3,4,1,4,2,4,8,10,0
MAIL15DY,74,0,6,2,0,4,3,6,3,2,1,3,7,10,5
MAIL15EM,74,0,6,3,4,2,3,3,6,6,10,0,1,4,4
MAIL15IL,74,0,5,1,2,5,10,9,3,5,0,3,2,4,3
MAIL15JE,74,0,6,2,4,2,6,10,4,4,2,6,4,2,0
MAIL15LB,74,0,6,0,1,5,5,5,5,10,5,1,4,2,3
MAIL15NG,74,0,3,0,7,5,3,10,1,5,3,3,4,2,6
MAIL15P2,74,0,2,7,4,0,3,4,3,6,4,3,4,2,10
MAIL15QE,74,0,2,0,1,3,8,5,10,3,7,3,2,5,3
MAIL15TU,74,0,1,5,3,10,6,3,5,0,2,5,6,5,1
MAIL15VU,74,0,2,6,4,3,4,5,4,0,6,1,4,10,3
MAIL15XW,74,0,1,4,7,3,4,9,2,5,3,3,1,10,0
MAIL15YA,74,0,4,1,0,4,10,4,2,5,6,1,3,5,7
MAIL1611,74,0,4,8,4,1,2,0,4,6,2,1,10,6,4
MAIL1659,74,0,10,0,5,3,6,2,7,3,2,4,4,2,4
MAIL168I,74,0,5,6,10,5,6,5,3,4,2,1,2,0,3
MAIL169N,74,0,6,10,6,6,2,0,3,1,4,3,2,6,3
MAIL16AE,74,0,9,2,11,5,5,0,4,2,4,2,0,4,4
MAIL16AY,74,0,0,3,8,3,1,2,5,2,4,8,3,10,3
MAIL16BC,74,0,2,6,9,3,3,2,6,1,4,0,10,4,2
MAIL16CU,74,0,4,4,3,3,1,0,1,5,4,4,7,10,6
MAIL16E1,74,0,4,10,0,1,4,3,4,4,3,4,4,5,6
MAIL16GH,74,0,3,3,5,5,6,2,2,5,6,3,2,0,10
MAIL16KB,74,0,2,2,3,4,0,10,4,5,3,4,3,4,8
MAIL16SE,74,0,10,5,1,5,4,0,5,5,1,2,4,5,5
MAIL16T5,74,0,4,2,0,4,2,6,3,3,4,7,10,5,2
MAIL16TG,74,0,10,1,3,3,10,4,4,3,6,0,4,2,2
MAIL16V9,74,0,4,7,11,3,1,3,7,0,4,2,6,4,0
MAIL16XT,74,0,4,3,6,3,3,0,3,3,5,5,10,1,6
MAIL16XV,74,0,0,5,5,5,3,4,4,3,2,4,10,3,4
MAIL16YI,74,0,3,3,3,6,5,4,3,4,10,2,2,7,0
MAIL16YO,74,0,10,5,2,4,0,4,4,2,2,7,6,5,1
MAIL16Z2,74,0,3,7,5,6,10,1,3,0,2,4,3,2,6
MAIL16ZI,74,0,4,7,0,5,2,2,4,2,10,8,2,1,5
MAIL172U,74,0,10,4,3,5,0,7,3,3,8,1,5,2,1
MAIL175U,74,0,4,6,3,1,0,5,4,8,1,10,5,3,2
MAIL176F,74,0,4,6,7,2,2,10,4,2,4,2,0,5,4
MAIL177Z,74,0,5,3,2,4,10,0,6,2,5,4,2,7,2
MAIL179C,74,0,4,10,4,6,2,3,5,6,4,0,3,4,1
MAIL17D3,74,0,6,3,3,3,3,3,5,2,0,4,10,8,2
MAIL17D9,74,0,3,1,3,3,4,6,2,5,0,10,8,2,5
MAIL17DA,74,0,1,3,5,2,5,1,10,3,3,9,0,4,6
MAIL17DB,74,0,2,3,5,8,3,0,1,1,8,4,10,3,4
MAIL17DM,74,0,2,4,2,5,4,4,5,0,7,3,10,1,5
MAIL17FN,74,0,1,5,5,3,2,0,10,6,3,8,3,2,4
MAIL17I2,74,0,5,8,4,3,2,6,4,1,1,10,0,3,5
MAIL17K1,74,0,5,10,7,2,1,3,4,3,3,5,0,4,5
MAIL17L9,74,0,3,4,4,5,0,11,0,4,1,4,5,6,5
MAIL17LO,74,0,2,6,2,3,0,4,4,10,3,2,2,8,6
MAIL17MS,74,0,7,6,2,4,0,2,3,3,6,3,10,4,2
MAIL17T9,74,0,4,10,4,5,4,4,3,0,3,7,1,3,4
MAIL17TP,74,0,2,4,4,0,6,3,7,2,5,2,5,2,10
MAIL17WC,74,0,4,3,0,5,4,6,10,2,3,4,1,4,6
MAIL17Y1,74,0,7,6,5,1,2,0,10,1,4,5,2,6,3
MAIL1871,74,0,2,3,5,3,7,4,2,0,4,10,4,3,5
MAIL187A,74,0,5,10,6,5,3,2,3,4,6,0,4,2,2
MAIL189S,74,0,3,7,4,0,2,3,4,3,2,2,5,7,10
MAIL18A9,74,0,1,7,8,0,1,3,10,5,3,3,4,5,2
MAIL18AU,74,0,3,4,0,2,5,2,5,3,4,3,4,10,7
MAIL18BM,74,0,10,4,6,3,5,7,2,6,0,1,3,2,3
MAIL18E4,74,0,5,10,1,2,5,2,1,3,7,6,0,2,8
MAIL18FE,74,0,4,0,7,4,10,6,3,5,2,1,3,4,3
MAIL18LM,74,0,3,8,4,2,3,4,4,4,10,2,0,4,4
MAIL18LS,74,0,4,4,3,4,10,1,7,0,6,6,4,2,1
MAIL18LT,74,0,6,5,3,4,3,5,3,0,10,3,7,1,2
MAIL18ON,74,0,5,3,1,3,4,3,3,5,3,5,0,7,10
MAIL18PW,74,0,7,3,7,3,4,10,0,3,4,4,2,4,1
MAIL18QZ,74,0,5,4,0,6,10,9,1,4,2,3,4,2,2
MAIL18SO,74,0,3,7,0,3,2,3,8,10,5,2,3,5,1
MAIL18T1,74,0,3,3,10,2,5,5,5,2,0,8,3,5,1
MAIL18U4,74,0,4,4,3,6,0,6,2,6,10,2,2,3,4
MAIL18UU,74,0,10,5,4,3,3,2,5,6,3,3,0,4,4
MAIL191A,74,0,2,6,0,6,3,6,5,2,2,10,6,3,1
MAIL191G,74,0,0,3,4,3,5,5,5,3,10,4,4,2,4
MAIL1928,74,0,0,5,5,4,3,3,5,10,6,4,3,1,3
MAIL1939,74,0,0,5,3,2,4,5,4,4,5,10,4,4,2
MAIL194B,74,0,6,5,1,2,2,7,5,0,10,2,3,4,5
MAIL199T,74,0,6,0,10,2,3,2,3,8,5,3,1,5,4
MAIL19BT,74,0,2,3,4,2,3,3,5,7,4,3,6,0,10
MAIL19G1,74,0,5,3,4,3,3,6,3,2,5,4,0,4,10
MAIL19GU,74,0,0,4,1,5,10,6,1,4,5,2,4,4,6
MAIL19L3,74,0,3,0,1,5,6,3,2,1,3,3,6,9,10
MAIL19LJ,74,0,3,2,1,2,0,6,3,10,3,5,3,5,9
MAIL19OC,74,0,2,4,5,3,2,0,10,6,3,6,7,3,1
MAIL19U4,74,0,5,4,6,2,3,10,2,2,2,0,6,7,3
MAIL19UG,74,0,6,10,1,2,2,2,6,9,4,3,4,0,3
MAIL19ZX,74,0,2,10,5,3,4,4,4,3,2,4,6,0,5
MAIL1A14,74,0,6,3,2,2,4,4,3,6,6,5,0,1,10
MAIL1A1R,74,0,4,3,5,6,2,4,0,3,5,2,10,4,4
MAIL1A49,74,0,4,4,2,6,4,0,5,2,1,5,5,10,4
MAIL1A67,74,0,3,6,5,0,3,4,6,3,2,5,4,10,1
MAIL1AAC,74,0,3,1,7,3,5,7,10,3,3,6,3,1,0
MAIL1ABW,74,0,0,6,3,4,5,4,5,2,2,10,3,6,2
MAIL1ADY,74,0,7,4,4,10,1,2,4,4,4,0,5,4,3
MAIL1AF1,74,0,4,2,6,6,3,3,6,10,2,0,3,4,3
MAIL1AF2,74,0,6,10,2,4,5,4,5,3,6,4,2,1,0
MAIL1AGH,74,0,2,4,4,3,1,1,7,5,4,10,0,5,6
MAIL1AIE,74,0,3,2,8,1,6,3,5,10,0,1,6,3,4
MAIL1AJN,74,0,6,2,3,1,0,5,5,3,4,2,6,5,10
MAIL1AMR,74,0,5,2,4,5,5,0,5,2,10,5,3,1,5
MAIL1AQB,74,0,6,6,5,3,2,1,4,0,4,4,2,5,10
MAIL1ARD,74,0,6,3,3,5,4,2,0,4,4,6,4,10,1
MAIL1AS1,74,0,3,3,8,0,1,4,5,2,6,2,3,10,5
MAIL1AVF,74,0,6,1,2,1,6,3,10,0,1,9,2,4,7
MAIL1AWU,74,0,1,4,0,5,7,5,4,1,5,5,10,4,1
MAIL1AYN,74,0,4,6,2,6,10,2,6,3,0,2,4,3,4
MAIL1AYT,74,0,3,4,4,2,4,6,0,10,6,1,4,7,1
MAIL1B4J,74,0,1,10,3,5,5,0,3,3,5,5,5,3,4
MAIL1B65,74,0,7,1,0,2,9,10,4,1,2,4,3,3,6
MAIL1BB4,74,0,2,5,4,4,6,5,3,2,5,3,3,0,10
MAIL1BBI,74,0,5,3,3,2,2,6,4,6,2,6,10,3,0
MAIL1BD4,74,0,5,4,10,0,6,1,5,3,5,2,4,1,6
MAIL1BDK,74,0,1,2,3,5,3,4,0,10,4,7,4,5,4
MAIL1BDO,74,0,6,0,3,5,3,3,4,6,5,3,2,10,2
MAIL1BEZ,74,0,5,2,6,3,0,4,4,10,3,4,5,3,3
MAIL1BF6,74,0,0,5,6,10,2,3,3,2,6,1,5,1,8
MAIL1BFA,74,0,6,10,4,1,6,2,5,0,3,2,6,4,3
MAIL1BIR,74,0,5,3,0,10,3,2,6,3,4,2,5,4,5
MAIL1BP5,74,0,3,2,3,7,4,4,6,2,0,6,2,10,3
MAIL1BUP,74,0,5,6,3,4,4,2,10,3,6,4,1,4,0
MAIL1BVE,74,0,3,5,4,1,3,5,0,3,6,10,4,5,3
MAIL1BYI,74,0,10,8,3,4,6,4,5,2,2,2,2,4,0
MAIL1BYN,74,0,3,10,5,5,6,6,3,2,3,3,0,2,4
MAIL1C2J,74,0,4,4,4,2,10,3,4,5,2,0,5,6,3
