Seed,Score,Natural Negative Jokers,Natural Negative Jokers Desired,Turtle Bean,Joker Stencil,Negative_Joker Stencil,Oops All 6s,Negative_Oops All 6s
1ROFLGUT,4,0,1,0,1,0,0,0
1ROFLHTO,4,0,1,0,0,1,0,0
1ROFLK1L,4,0,1,0,1,0,0,0
1ROFLLG6,4,0,1,0,0,0,0,1
1ROFLUY,4,0,1,0,1,0,0,0
HAHA11CZ,4,0,1,0,1,0,0,0
HAHA11EP,4,0,1,0,0,1,0,0
HAHA14S8,4,0,1,0,0,0,0,1
HAHA14Z7,4,0,1,0,1,0,0,0
HAHA15O8,4,0,1,0,1,0,0,0
HAHA17V5,4,0,1,0,0,0,0,1
HAHA18LO,4,0,1,0,0,0,0,1
HAHA18OU,4,0,1,0,1,0,0,0
HAHA18YD,4,0,1,0,1,0,0,0
HAHA19IE,4,0,1,0,0,0,0,1
HAHA1AT4,4,0,1,0,1,0,0,0
HAHA1BV6,4,0,1,0,0,0,0,1
HAHA1DJF,4,0,1,0,0,0,0,1
HAHA1H2Z,4,0,1,0,0,0,0,1
HAHA1I7P,4,0,1,0,0,1,0,0
HAHA1K63,4,0,1,0,0,0,0,1
HAHA1KBO,4,0,1,0,1,0,0,0
HAHA1KDF,4,0,1,0,0,0,0,1
HAHA1LKJ,4,0,1,0,1,0,0,0
HAHA1O5I,4,0,1,0,0,1,0,0
HAHA1PEV,4,0,1,0,0,0,0,1
HAHA1PKA,4,0,1,0,1,0,0,0
HAHA1QFI,4,0,1,0,0,0,0,1
HAHA1R8G,4,0,1,0,1,0,0,0
HAHA1X8A,4,1,0,0,0,0,0,1
HAHA1YU8,4,0,1,0,0,1,0,0
HAHA22K5,4,0,1,0,0,0,0,1
HAHA24YH,4,0,1,0,1,0,0,0
HAHA25SJ,4,0,1,0,0,1,0,0
HAHA26DD,4,0,1,0,1,0,0,0
HAHA26KP,4,0,1,0,0,1,0,0
HAHA26PA,4,0,1,0,1,0,0,0
HAHA28P2,4,0,1,0,0,0,0,1
HAHA28SM,4,0,1,0,0,1,0,0
HAHA28SW,4,0,1,0,1,0,0,0
HAHA2912,4,0,1,0,0,1,0,0
HAHA2A74,4,0,1,0,0,0,0,1
HAHA2ABI,4,0,1,0,1,0,0,0
HAHA2B45,4,0,1,0,0,1,0,0
HAHA2B5P,4,0,1,0,0,1,0,0
HAHA2BXD,4,0,1,0,0,0,0,1
HAHA2D2Z,4,0,1,0,0,0,0,1
HAHA2DMW,4,0,1,0,0,1,0,0
HAHA2EJX,4,0,1,0,0,1,0,0
HAHA2ES6,4,0,1,0,0,1,0,0
HAHA2G14,4,0,1,0,0,0,0,1
HAHA2GC9,4,1,0,0,1,0,0,0
HAHA2GCZ,4,0,1,0,1,0,0,0
HAHA2GSU,4,0,1,0,0,0,0,1
HAHA2GYN,4,1,0,0,0,0,0,1
HAHA2HLK,4,0,1,0,0,1,0,0
HAHA2K43,4,0,1,0,0,1,0,0
HAHA2KCE,4,0,1,0,0,1,0,0
HAHA2L39,4,0,1,0,0,1,0,0
HAHA2NB9,4,0,1,0,0,0,0,1
HAHA2OOI,4,0,1,0,0,1,0,0
HAHA2PS2,4,0,1,0,1,0,0,0
HAHA2Q22,4,0,1,0,0,1,0,0
HAHA2R4M,4,0,1,0,0,0,0,1
HAHA2SDX,4,0,1,0,0,0,0,1
HAHA2U51,4,0,1,0,0,0,0,1
HAHA2VHS,4,0,1,0,0,1,0,0
HAHA2VM5,4,0,1,0,0,0,0,1
HAHA2W2I,4,0,1,0,0,1,0,0
HAHA2XGE,4,0,1,0,0,0,0,1
HAHA2Y1Y,4,0,1,0,0,0,0,1
HAHA2YGU,4,0,1,0,0,0,0,1
HAHA2ZWF,4,0,1,0,0,0,0,1
HAHA32HR,4,0,1,0,0,1,0,0
HAHA32TE,4,0,1,0,1,0,0,0
HAHA335U,4,0,1,0,1,0,0,0
HAHA34CY,4,0,1,0,1,0,0,0
HAHA34P1,4,0,1,0,0,1,0,0
HAHA354F,4,0,1,0,1,0,0,0
HAHA37AQ,4,0,1,0,0,1,0,0
HAHA386R,4,0,1,0,1,0,0,0
HAHA38GM,4,0,1,0,1,0,0,0
HAHA3AQ3,4,0,1,0,1,0,0,0
HAHA3BFQ,4,0,1,0,0,0,0,1
HAHA3BMS,4,0,1,0,1,0,0,0
HAHA3D7,4,0,1,0,0,1,0,0
HAHA3DB5,4,0,1,0,1,0,0,0
HAHA3G4J,4,1,0,0,0,0,0,1
HAHA3GJ8,4,0,1,0,0,1,0,0
HAHA3IGD,4,0,1,0,1,0,0,0
HAHA3ONW,4,0,1,0,1,0,0,0
HAHA3Q3G,4,0,1,0,0,1,0,0
HAHA3QJ2,4,0,1,0,1,0,0,0
HAHA3RJX,4,0,1,0,0,1,0,0
HAHA3V4Z,4,0,1,0,0,0,0,1
HAHA3W6C,4,0,1,0,0,0,0,1
HAHA3WB7,4,0,1,0,0,1,0,0
HAHA3XZZ,4,0,1,0,1,0,0,0
HAHA4164,4,0,1,0,0,0,0,1
HAHA418O,4,0,1,0,1,0,0,0
HAHA42IK,4,0,1,0,0,1,0,0
HAHA43JA,4,0,1,0,1,0,0,0
HAHA44QK,4,0,1,0,1,0,0,0
HAHA44QS,4,0,1,0,0,1,0,0
HAHA44RH,4,0,1,0,0,1,0,0
HAHA45VT,4,0,1,0,1,0,0,0
HAHA4BHD,4,0,1,0,0,1,0,0
HAHA4CMZ,4,0,1,0,0,0,0,1
HAHA4DYY,4,0,1,0,0,1,0,0
HAHA4E8U,4,0,1,0,0,0,0,1
HAHA4ESK,4,0,1,0,0,0,0,1
HAHA4F3Z,4,0,1,0,1,0,0,0
HAHA4FCM,4,0,0,0,0,0,0,2
HAHA4GTL,4,0,1,0,0,1,0,0
HAHA4HE6,4,0,1,0,0,1,0,0
HAHA4HEE,4,0,1,0,0,1,0,0
HAHA4I81,4,0,1,0,0,0,0,1
HAHA4ICX,4,0,1,0,0,1,0,0
HAHA4JVO,4,0,1,0,0,1,0,0
HAHA4LJ4,4,0,1,0,0,0,0,1
HAHA4M3C,4,0,1,0,0,1,0,0
HAHA4OG5,4,0,1,0,1,0,0,0
HAHA4P5G,4,0,1,0,0,0,0,1
HAHA4PIO,4,0,1,0,0,1,0,0
HAHA4QJD,4,0,1,0,0,0,0,1
HAHA4R1O,4,0,1,0,0,0,0,1
HAHA4RZA,4,0,1,0,0,1,0,0
HAHA4S7Z,4,0,1,0,0,0,0,1
HAHA4T3Z,4,0,1,0,0,1,0,0
HAHA4TGA,4,1,0,0,0,1,0,0
HAHA4TQ1,4,0,1,0,0,1,0,0
HAHA4U1Z,4,0,1,0,0,0,0,1
HAHA4UN9,4,0,1,0,1,0,0,0
HAHA4UPX,4,0,1,0,0,1,0,0
HAHA4VXR,4,0,1,0,0,0,0,1
HAHA4XEA,4,0,1,0,0,0,0,1
HAHA4XWW,4,0,1,0,0,1,0,0
HAHA535Y,4,0,1,0,1,0,0,0
HAHA53F1,4,0,1,0,0,1,0,0
HAHA5455,4,0,1,0,0,1,0,0
HAHA55VZ,4,0,1,0,1,0,0,0
HAHA56L1,4,0,1,0,0,0,0,1
HAHA56YE,4,0,1,0,0,1,0,0
HAHA59D1,4,0,1,0,0,0,0,1
HAHA5C7C,4,0,1,0,0,0,0,1
HAHA5DGJ,4,0,1,0,0,0,0,1
HAHA5ECI,4,0,1,0,0,1,0,0
HAHA5EG1,4,1,0,0,1,0,0,0
HAHA5ERY,4,0,1,0,0,0,0,1
HAHA5GD9,4,0,1,0,0,0,0,1
HAHA5HU,4,1,0,0,1,0,0,0
HAHA5OKN,4,0,1,0,1,0,0,0
HAHA5P2Q,4,0,1,0,0,1,0,0
HAHA5PSP,4,0,1,0,0,1,0,0
HAHA5RYY,4,0,1,0,0,0,0,1
HAHA5SQ1,4,0,1,0,1,0,0,0
HAHA5TFS,4,0,1,0,1,0,0,0
HAHA5TKQ,4,0,1,0,0,0,0,1
HAHA5WTA,4,0,1,0,0,0,0,1
HAHA5X2P,4,0,1,0,0,1,0,0
HAHA5X6J,4,0,1,0,1,0,0,0
HAHA5XHJ,4,0,1,0,1,0,0,0
HAHA5ZDJ,4,0,1,0,0,0,0,1
HAHA5ZRP,4,0,1,0,1,0,0,0
HAHA61R7,4,0,1,0,1,0,0,0
HAHA624Z,4,0,1,0,1,0,0,0
HAHA62KP,4,0,1,0,0,1,0,0
HAHA62QI,4,0,1,0,0,1,0,0
HAHA638B,4,0,1,0,0,1,0,0
HAHA64Q1,4,0,1,0,0,0,0,1
HAHA659K,4,0,1,0,1,0,0,0
HAHA688B,4,0,1,0,0,1,0,0
HAHA68TT,4,0,1,0,0,1,0,0
HAHA693N,4,0,1,0,0,1,0,0
HAHA6S,4,0,1,0,0,0,0,1
HAHA6XR,4,0,1,0,0,0,0,1
HAHA8AG,4,0,1,0,1,0,0,0
HAHA984,4,0,1,0,1,0,0,0
HAHA99A,4,0,1,0,0,0,0,1
HAHA9BD,4,1,0,0,1,0,0,0
HAHAC91,4,0,1,0,0,1,0,0
HAHADCH,4,0,1,0,0,0,0,1
HAHAGNF,4,1,0,0,1,0,0,0
HAHAHYR,4,0,1,0,0,0,0,1
HAHAJ1M,4,0,1,0,1,0,0,0
HAHAJBU,4,0,1,0,1,0,0,0
HAHAK4Z,4,0,1,0,1,0,0,0
HAHAKN2,4,0,1,0,0,0,0,1
JOKE24X,4,0,1,0,1,0,0,0
JOKE26M,4,0,1,0,1,0,0,0
JOKE2AH,4,0,1,0,1,0,0,0
JOKE31F,4,0,1,0,0,1,0,0
JOKE4KY,4,0,1,0,1,0,0,0
JOKE4VD,4,0,1,0,0,1,0,0
JOKE5M9,4,0,1,0,1,0,0,0
JOKE8GE,4,0,1,0,0,1,0,0
JOKE8MO,4,0,1,0,0,0,0,1
JOKE9M1,4,0,1,0,0,1,0,0
JOKE9NL,4,0,1,0,0,0,0,1
JOKEB65,4,0,1,0,0,0,0,1
JOKEBVV,4,0,1,0,0,1,0,0
JOKED3J,4,0,1,0,0,0,0,1
JOKED99,4,0,1,0,1,0,0,0
JOKEENP,4,0,1,0,0,0,0,1
JOKEGHF,4,0,1,0,0,1,0,0
JOKEGWA,4,0,1,0,1,0,0,0
JOKEH6O,4,0,1,0,0,0,0,1
JOKENF,4,0,1,0,0,0,0,1
JOKERI,4,0,1,0,0,0,0,1
LMAO11IF,4,0,1,0,0,1,0,0
LMAO11SR,4,0,1,0,0,0,0,1
LMAO11VC,4,1,0,0,1,0,0,0
LMAO125S,4,0,1,0,0,0,0,1
LMAO12Q6,4,0,1,0,0,1,0,0
LMAO13CX,4,0,1,0,0,1,0,0
LMAO14RT,4,0,1,0,0,0,0,1
LMAO15TZ,4,0,1,0,0,0,0,1
LMAO15W1,4,0,1,0,1,0,0,0
LMAO171V,4,0,1,0,0,1,0,0
LMAO18NG,4,0,1,0,0,1,0,0
LMAO1AG8,4,0,1,0,0,1,0,0
LMAO1AV9,4,0,1,0,0,0,0,1
LMAO1CUQ,4,0,1,0,0,1,0,0
LMAO1CWH,4,0,1,0,1,0,0,0
LMAO1D,4,1,0,0,1,0,0,0
LMAO1EY4,4,0,1,0,0,1,0,0
LMAO1GCA,4,0,1,0,0,0,0,1
LMAO1GL1,4,0,1,0,0,0,0,1
LMAO1HPQ,4,0,1,0,1,0,0,0
LMAO1IAG,4,0,1,0,0,0,0,1
LMAO1IGG,4,1,0,0,0,1,0,0
LMAO1IQU,4,0,1,0,0,1,0,0
LMAO1IY6,4,0,1,0,0,0,0,1
LMAO1JY7,4,0,1,0,0,1,0,0
LMAO1JY9,4,0,1,0,0,1,0,0
LMAO1KF1,4,0,1,0,1,0,0,0
LMAO1KYF,4,0,1,0,1,0,0,0
LMAO1M14,4,0,1,0,0,1,0,0
LMAO1MMC,4,0,1,0,1,0,0,0
LMAO1MN,4,0,1,0,0,1,0,0
LMAO1QZU,4,0,1,0,0,0,0,1
LMAO1TY2,4,0,1,0,1,0,0,0
LMAO1VJG,4,0,1,0,0,0,0,1
LMAO1WDD,4,0,1,0,0,1,0,0
LMAO1XO6,4,0,1,0,0,1,0,0
LMAO1Y2Q,4,0,1,0,0,1,0,0
LMAO1ZAL,4,0,1,0,0,1,0,0
LMAO228O,4,0,1,0,0,1,0,0
LMAO23VL,4,0,1,0,1,0,0,0
LMAO255P,4,0,1,0,0,0,0,1
LMAO269D,4,0,1,0,1,0,0,0
LMAO28HM,4,0,1,0,1,0,0,0
LMAO296N,4,0,1,0,1,0,0,0
LMAO2A4W,4,0,1,0,1,0,0,0
LMAO2ASP,4,0,1,0,1,0,0,0
LMAO2AUP,4,0,1,0,0,0,0,1
LMAO2CTP,4,0,1,0,1,0,0,0
LMAO2E55,4,0,1,0,1,0,0,0
LMAO2EDP,4,0,1,0,0,0,0,1
LMAO2F56,4,0,1,0,0,1,0,0
LMAO2H82,4,0,1,0,0,1,0,0
LMAO2HAV,4,0,1,0,0,0,0,1
LMAO2IKU,4,0,1,0,0,1,0,0
LMAO2IRO,4,0,1,0,0,1,0,0
LMAO2KJV,4,0,1,0,0,0,0,1
LMAO2KK5,4,0,1,0,0,0,0,1
LMAO2L5N,4,0,1,0,1,0,0,0
LMAO2MRH,4,0,1,0,0,1,0,0
LMAO2PTB,4,0,1,0,0,1,0,0
LMAO2PWY,4,0,1,0,0,0,0,1
LMAO2PYJ,4,0,1,0,0,0,0,1
LMAO2QJ5,4,0,1,0,0,0,0,1
LMAO2QSY,4,0,1,0,0,0,0,1
LMAO2RJJ,4,1,0,0,1,0,0,0
LMAO2UYW,4,0,1,0,0,0,0,1
LMAO2VD1,4,0,1,0,0,1,0,0
LMAO2XCI,4,0,1,0,1,0,0,0
LMAO2XPL,4,0,1,0,0,0,0,1
LMAO2XQY,4,0,1,0,0,0,0,1
LMAO2YMG,4,0,1,0,0,0,0,1
LMAO2YTR,4,0,1,0,0,0,0,1
LMAO31K9,4,0,1,0,0,0,0,1
LMAO32K8,4,0,1,0,1,0,0,0
LMAO32QV,4,0,1,0,1,0,0,0
LMAO35HX,4,0,1,0,0,1,0,0
LMAO35UG,4,0,1,0,0,1,0,0
LMAO368N,4,0,1,0,0,0,0,1
LMAO36YZ,4,0,1,0,0,1,0,0
LMAO37P5,4,0,1,0,0,1,0,0
LMAO37XR,4,0,1,0,0,0,0,1
LMAO38ER,4,0,1,0,0,0,0,1
LMAO3CMV,4,0,1,0,0,1,0,0
LMAO3D1R,4,0,1,0,0,0,0,1
LMAO3D46,4,0,1,0,1,0,0,0
LMAO3EVW,4,0,1,0,0,1,0,0
LMAO3ICC,4,0,1,0,1,0,0,0
LMAO3IPI,4,0,1,0,1,0,0,0
LMAO3L9G,4,0,1,0,0,0,0,1
LMAO3P5N,4,0,1,0,1,0,0,0
LMAO3PDR,4,0,1,0,0,0,0,1
LMAO3QKP,4,0,1,0,1,0,0,0
LMAO3S1W,4,0,1,0,1,0,0,0
LMAO3S7F,4,0,1,0,0,0,0,1
LMAO3STJ,4,0,1,0,0,1,0,0
LMAO3U19,4,0,1,0,0,1,0,0
LMAO3UIK,4,0,1,0,0,1,0,0
LMAO3UXU,4,0,1,0,0,1,0,0
LMAO3WZY,4,0,1,0,0,0,0,1
LMAO3ZR4,4,0,1,0,0,0,0,1
LMAO417B,4,0,1,0,1,0,0,0
LMAO41Q,4,0,1,0,0,1,0,0
LMAO42GY,4,0,1,0,0,1,0,0
LMAO43OY,4,0,1,0,1,0,0,0
LMAO43UN,4,0,1,0,0,1,0,0
LMAO43UW,4,1,0,0,0,1,0,0
LMAO45NP,4,0,1,0,0,0,0,1
LMAO482F,4,0,1,0,0,0,0,1
LMAO484U,4,0,1,0,1,0,0,0
LMAO4939,4,0,1,0,0,1,0,0
LMAO4BE2,4,0,1,0,0,1,0,0
LMAO4BU5,4,0,1,0,0,0,0,1
LMAO4C8Q,4,0,1,0,1,0,0,0
LMAO4DB4,4,0,1,0,0,1,0,0
LMAO4DGH,4,0,1,0,0,1,0,0
LMAO4EE8,4,0,1,0,1,0,0,0
LMAO4J6H,4,0,1,0,0,1,0,0
LMAO4KZ3,4,0,1,0,1,0,0,0
LMAO4LDP,4,0,1,0,0,0,0,1
LMAO4NVU,4,0,1,0,1,0,0,0
LMAO4O6D,4,0,1,0,1,0,0,0
LMAO4P6R,4,0,1,0,1,0,0,0
LMAO4Q25,4,0,1,0,0,1,0,0
LMAO4R2I,4,0,1,0,0,1,0,0
LMAO4T3S,4,0,1,0,0,1,0,0
LMAO4TFB,4,0,0,0,0,2,0,0
LMAO4USU,4,1,0,0,1,0,0,0
LMAO4UZE,4,0,1,0,1,0,0,0
LMAO4W9G,4,0,1,0,0,1,0,0
LMAO4X4C,4,0,1,0,1,0,0,0
LMAO4YTI,4,0,1,0,0,0,0,1
LMAO4ZHI,4,0,1,0,0,0,0,1
LMAO4ZK8,4,0,1,0,0,1,0,0
LMAO4ZOF,4,0,1,0,0,1,0,0
LMAO4ZW2,4,0,1,0,0,1,0,0
LMAO51K6,4,0,1,0,1,0,0,0
LMAO51LV,4,0,1,0,0,1,0,0
LMAO51TR,4,0,1,0,0,0,0,1
LMAO51UW,4,0,1,0,0,1,0,0
LMAO538U,4,0,1,0,0,1,0,0
LMAO55YY,4,0,1,0,0,1,0,0
LMAO569V,4,0,1,0,0,0,0,1
LMAO56VL,4,0,1,0,0,1,0,0
LMAO58BO,4,0,1,0,1,0,0,0
LMAO5ATJ,4,0,1,0,0,0,0,1
LMAO5CRL,4,0,1,0,0,1,0,0
LMAO5EYM,4,0,1,0,0,0,0,1
LMAO5F,4,0,1,0,0,0,0,1
LMAO5H2W,4,0,1,0,0,1,0,0
LMAO5IO5,4,0,1,0,1,0,0,0
LMAO5IUW,4,0,1,0,0,1,0,0
LMAO5JEH,4,0,1,0,0,0,0,1
LMAO5K4G,4,0,1,0,0,0,0,1
LMAO5K8B,4,1,0,0,1,0,0,0
LMAO5K91,4,0,1,0,0,1,0,0
LMAO5NWM,4,0,1,0,1,0,0,0
LMAO5P32,4,0,1,0,0,1,0,0
LMAO5PAU,4,0,1,0,0,1,0,0
LMAO5PZL,4,0,1,0,0,0,0,1
LMAO5QBI,4,0,1,0,0,0,0,1
LMAO5QGL,4,0,1,0,0,1,0,0
LMAO5R8S,4,0,1,0,0,1,0,0
LMAO5S28,4,0,1,0,0,1,0,0
LMAO5SDY,4,0,1,0,0,0,0,1
LMAO5V8O,4,0,1,0,0,1,0,0
LMAO5VT5,4,0,1,0,1,0,0,0
LMAO5WV3,4,0,1,0,0,0,0,1
LMAO5ZO4,4,0,1,0,0,1,0,0
LMAO62ZT,4,0,1,0,1,0,0,0
LMAO65CM,4,0,1,0,1,0,0,0
LMAO68E1,4,0,1,0,1,0,0,0
LMAO69P6,4,0,1,0,0,1,0,0
LMAO6AF,4,0,1,0,0,1,0,0
LMAO71R,4,0,1,0,0,0,0,1
LMAOBCP,4,0,1,0,0,0,0,1
LMAOCUJ,4,0,1,0,0,1,0,0
LMAOD1X,4,0,1,0,1,0,0,0
LMAOD9B,4,0,1,0,0,0,0,1
LMAODHP,4,0,1,0,1,0,0,0
LMAODW7,4,0,1,0,0,0,0,1
LMAOEDE,4,0,1,0,0,0,0,1
LMAOG4W,4,0,1,0,0,1,0,0
LMAOHBN,4,0,1,0,1,0,0,0
LMAOIZ6,4,0,1,0,0,0,0,1
LMAOLY8,4,0,1,0,0,1,0,0
LMAOMAL,4,0,1,0,1,0,0,0
ROFL114J,4,0,1,0,0,1,0,0
ROFL12IZ,4,0,1,0,0,1,0,0
ROFL14XG,4,0,1,0,1,0,0,0
ROFL15Q6,4,0,1,0,0,0,0,1
ROFL15Z9,4,0,1,0,0,1,0,0
ROFL17AR,4,0,1,0,0,0,0,1
ROFL18RI,4,0,1,0,1,0,0,0
ROFL19NQ,4,0,1,0,1,0,0,0
ROFL1AQ9,4,0,1,0,1,0,0,0
ROFL1BQQ,4,0,1,0,1,0,0,0
ROFL1CFV,4,0,1,0,0,1,0,0
ROFL1EMY,4,0,1,0,0,0,0,1
ROFL1FWM,4,0,1,0,1,0,0,0
ROFL1HV,4,0,1,0,0,0,0,1
ROFL1IY1,4,0,1,0,0,1,0,0
ROFL1JG9,4,0,1,0,1,0,0,0
ROFL1JLJ,4,0,1,0,0,0,0,1
ROFL1KVC,4,0,1,0,0,1,0,0
ROFL1LWV,4,0,1,0,0,0,0,1
ROFL1M81,4,0,1,0,0,1,0,0
ROFL1MW8,4,0,1,0,0,1,0,0
ROFL1N7,4,0,1,0,0,0,0,1
ROFL1NO9,4,0,1,0,0,0,0,1
ROFL1NQN,4,0,1,0,0,1,0,0
ROFL1NWZ,4,0,1,0,0,1,0,0
ROFL1QPP,4,0,1,0,0,1,0,0
ROFL1R6N,4,0,1,0,0,1,0,0
ROFL1S8Y,4,0,1,0,1,0,0,0
ROFL1SGH,4,0,1,0,1,0,0,0
ROFL1SQM,4,0,0,0,2,0,0,0
ROFL1U1W,4,0,1,0,1,0,0,0
ROFL1U8W,4,0,1,0,1,0,0,0
ROFL1UF,4,0,1,0,1,0,0,0
ROFL1YVQ,4,0,1,0,1,0,0,0
ROFL1Z65,4,0,1,0,1,0,0,0
ROFL1ZRE,4,0,1,0,0,0,0,1
ROFL22TY,4,0,1,0,1,0,0,0
ROFL23SC,4,0,1,0,0,0,0,1
ROFL24BR,4,0,1,0,0,0,0,1
ROFL25IP,4,0,1,0,1,0,0,0
ROFL27EA,4,0,1,0,0,1,0,0
ROFL29KW,4,0,1,0,0,0,0,1
ROFL29NM,4,0,1,0,0,1,0,0
ROFL2AN5,4,0,1,0,0,1,0,0
ROFL2BUX,4,0,1,0,0,0,0,1
ROFL2CQ7,4,0,1,0,1,0,0,0
ROFL2D3C,4,0,1,0,0,1,0,0
ROFL2EPN,4,0,1,0,0,0,0,1
ROFL2ESK,4,0,1,0,0,0,0,1
ROFL2FVQ,4,0,1,0,0,0,0,1
ROFL2IUQ,4,0,1,0,1,0,0,0
ROFL2KMP,4,0,1,0,0,0,0,1
ROFL2M8I,4,1,0,0,1,0,0,0
ROFL2OVE,4,0,1,0,0,1,0,0
ROFL2QC8,4,0,1,0,0,0,0,1
ROFL2QGE,4,0,1,0,0,0,0,1
ROFL2RPT,4,0,1,0,1,0,0,0
ROFL2THL,4,0,1,0,0,1,0,0
ROFL2XLC,4,0,1,0,0,0,0,1
ROFL2XQF,4,0,1,0,1,0,0,0
ROFL2YZD,4,1,0,0,1,0,0,0
ROFL2ZOK,4,0,1,0,0,0,0,1
ROFL3174,4,0,1,0,0,1,0,0
ROFL31FP,4,0,1,0,0,0,0,1
ROFL31Y1,4,0,1,0,1,0,0,0
ROFL32HH,4,0,1,0,0,1,0,0
ROFL339F,4,0,1,0,0,1,0,0
ROFL34LS,4,0,1,0,0,0,0,1
ROFL368I,4,0,1,0,0,1,0,0
ROFL36BQ,4,0,1,0,1,0,0,0
ROFL39CO,4,0,1,0,1,0,0,0
ROFL39UN,4,0,1,0,0,1,0,0
ROFL3A3J,4,0,1,0,0,1,0,0
ROFL3CQW,4,0,1,0,0,0,0,1
ROFL3CV6,4,0,1,0,1,0,0,0
ROFL3DZB,4,0,1,0,1,0,0,0
ROFL3IMQ,4,0,1,0,0,0,0,1
ROFL3KYX,4,0,1,0,0,0,0,1
ROFL3LEF,4,0,1,0,0,1,0,0
ROFL3NGR,4,0,1,0,1,0,0,0
ROFL3ODO,4,0,1,0,1,0,0,0
ROFL3OKR,4,0,1,0,1,0,0,0
ROFL3OOD,4,0,1,0,1,0,0,0
ROFL3OZC,4,0,1,0,1,0,0,0
ROFL3PKO,4,0,1,0,0,0,0,1
ROFL3R1V,4,0,1,0,1,0,0,0
ROFL3R79,4,0,1,0,0,1,0,0
ROFL3RKH,4,0,1,0,0,0,0,1
ROFL3TFA,4,0,1,0,0,1,0,0
ROFL3U6Y,4,0,1,0,1,0,0,0
ROFL3UYD,4,0,1,0,1,0,0,0
ROFL3W77,4,0,1,0,1,0,0,0
ROFL41YH,4,0,1,0,0,1,0,0
ROFL428R,4,0,1,0,0,0,0,1
ROFL42XE,4,0,1,0,0,1,0,0
ROFL47EG,4,0,1,0,1,0,0,0
ROFL491U,4,1,0,0,0,0,0,1
ROFL494W,4,0,1,0,0,1,0,0
ROFL49AK,4,0,1,0,0,1,0,0
ROFL49WW,4,0,1,0,1,0,0,0
ROFL4A32,4,0,1,0,0,1,0,0
ROFL4B4X,4,0,1,0,0,0,0,1
ROFL4BG7,4,0,1,0,0,1,0,0
ROFL4BI8,4,0,1,0,0,0,0,1
ROFL4DN1,4,0,1,0,1,0,0,0
ROFL4ESU,4,0,1,0,1,0,0,0
ROFL4EWY,4,0,1,0,0,0,0,1
ROFL4GEQ,4,0,1,0,1,0,0,0
ROFL4IY3,4,0,1,0,0,0,0,1
ROFL4JLB,4,0,1,0,1,0,0,0
ROFL4MVP,4,0,1,0,0,0,0,1
ROFL4NVB,4,0,1,0,0,1,0,0
ROFL4OZH,4,0,1,0,1,0,0,0
ROFL4P32,4,1,0,0,1,0,0,0
ROFL4P8E,4,0,1,0,0,0,0,1
ROFL4PQY,4,0,1,0,1,0,0,0
ROFL4PSS,4,0,1,0,1,0,0,0
ROFL4QF7,4,0,1,0,1,0,0,0
ROFL4RDQ,4,0,1,0,0,1,0,0
ROFL4S85,4,0,1,0,1,0,0,0
ROFL4SRF,4,0,1,0,0,0,0,1
ROFL4TKZ,4,0,1,0,0,1,0,0
ROFL4UQF,4,0,1,0,1,0,0,0
ROFL4WFJ,4,0,1,0,0,0,0,1
ROFL4YN8,4,0,1,0,0,1,0,0
ROFL4YUG,4,0,1,0,0,1,0,0
ROFL51WQ,4,0,1,0,1,0,0,0
ROFL53UU,4,0,1,0,1,0,0,0
ROFL5573,4,0,1,0,0,1,0,0
ROFL56C3,4,0,1,0,0,1,0,0
ROFL5AEY,4,0,1,0,0,0,0,1
ROFL5CFB,4,0,1,0,0,0,0,1
ROFL5CVC,4,0,1,0,0,0,0,1
ROFL5EEQ,4,0,1,0,0,0,0,1
ROFL5EFW,4,0,1,0,0,1,0,0
ROFL5F3D,4,0,1,0,0,0,0,1
ROFL5FI8,4,0,1,0,0,0,0,1
ROFL5GT3,4,0,1,0,0,1,0,0
ROFL5H6K,4,0,1,0,1,0,0,0
ROFL5HUS,4,0,1,0,0,1,0,0
ROFL5HWY,4,0,1,0,0,0,0,1
ROFL5I4K,4,0,1,0,1,0,0,0
ROFL5IJS,4,0,1,0,1,0,0,0
ROFL5L7O,4,1,0,0,0,1,0,0
ROFL5LO6,4,0,1,0,0,0,0,1
ROFL5MPC,4,0,1,0,0,0,0,1
ROFL5NVH,4,0,0,0,0,2,0,0
ROFL5Q81,4,0,1,0,0,1,0,0
ROFL5R9U,4,0,1,0,0,0,0,1
ROFL5S1X,4,0,1,0,0,1,0,0
ROFL5YRL,4,0,1,0,0,1,0,0
ROFL5YXV,4,0,1,0,0,0,0,1
ROFL61C6,4,0,1,0,0,1,0,0
ROFL61NR,4,0,1,0,0,0,0,1
ROFL63X5,4,0,1,0,0,0,0,1
ROFL65CZ,4,0,1,0,0,0,0,1
ROFL65KQ,4,0,1,0,0,0,0,1
ROFL69UR,4,0,1,0,0,0,0,1
ROFL6BLB,4,0,1,0,0,1,0,0
ROFL6CNR,4,0,1,0,1,0,0,0
ROFL6D1M,4,0,1,0,0,0,0,1
ROFL764,4,0,1,0,0,1,0,0
ROFL7PJ,4,0,1,0,0,0,0,1
ROFL7VK,4,0,1,0,1,0,0,0
ROFL7ZQ,4,0,1,0,0,0,0,1
ROFL8A3,4,0,1,0,0,0,0,1
ROFL8AQ,4,0,1,0,0,0,0,1
ROFL8J3,4,0,1,0,1,0,0,0
ROFL8WM,4,0,1,0,1,0,0,0
ROFL8XD,4,0,1,0,1,0,0,0
